,product,class,code,name,image,price
23,LE03,상추,LE,꽃상추 100G/한끼채소,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/08/19/072//2024081913252016ed9e6de92d4ecbb7ceaeb85e053a68_afhm.jpg,"1,490원"
24,LE04,상추,LE,적상추 100G/한끼채소,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/01/30/418//20240130115750f9c29fd827644205a3883945cbae2ca4_vqqs.jpg,"1,490원"
25,NC00,배추,NC,배추(1포기)/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2021/01/05/564//202101051527108c4d2a7248a54be6b3c340c996732ff1_vrxu.jpg,"3,490원"
26,NC01,배추,NC,배추(A) 1단(2포기)/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2020/04/03/093//20200403163220282aa2d61c194e6f890b1374d6d41455_vbjj.jpg,"6,900원"
27,NC02,배추,NC,쌈배추 300G/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2019/06/01/073//201906010000502bdcf1bb28a04e4e8fc6713e00df0347_iwnm.jpg,"4,090원"
28,NC03,배추,NC,알배기(특) 1봉/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2025/02/26/459//20250226141330e8ffa6fcea3c4cea8b7d803cedd27c4d_ttkp.jpg,"2,190원"
29,NC04,배추,NC,청방배추 1단/동호상회/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2025/03/04/307//20250304152055b39ac0e391a6436db07513dfd635a247_s7g8.jpg,"6,490원"
30,SN00,시금치,SN,포항시금치 1단/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/03/11/806//2024031113245027560b67ecdf4ea09e46f91cd7882e60_rybt.jpg,"3,090원"
31,SN01,시금치,SN,시금치(봉지) 4KG/동호상회/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2025/03/04/667//2025030415262552022c05c0bf47ed9c6c68214d59f2d0_4fsd.jpg,"15,900원"
32,SN02,시금치,SN,돗나물 4KG/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2023/01/18/994//2023011809451051be24d4c5ac4f148ec102eee78577eb_sq1l.jpg,"13,900원"
33,SN03,시금치,SN,돗나물 300G/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2019/06/01/034//20190601003120ff525a5cce1b40ff8d38813b9b167150_tl2r.jpg,"1,650원"
34,SN04,시금치,SN,열무(봉지) 4KG/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2020/04/06/594//20200406081705cb62db3bec1a4c52a02e4312abeba65f_9hl2.jpg,"7,190원"
35,PL00,깻잎,PL,깻잎(2속) 1봉/한끼채소,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2025/02/13/542//20250213161410f5ef4a3c0b7e4bdfb9ddb703c20cfb73_miji.jpg,"1,790원"
36,PL01,깻잎,PL,깻잎(5속) 1봉/한끼채소,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/08/01/599//20240801082625c141480a0e4246fca79610d81310f491_5bdk.jpg,"3,790원"
37,PL02,깻잎,PL,깻잎(10속) 1봉/한끼채소,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/08/05/359//20240805133150380f0daa026c48f3ba5af3725495d1be_tbvd.jpg,"6,790원"
38,PL03,깻잎,PL,깻잎(밀양) 1BOX(25속),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/04/16/516//20240416141600236d442c6a4042e4897c1a7f316e6565_4miw.jpg,"9,400원"
39,PL04,깻잎,PL,깻잎(밀양) 1BOX(50속),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/04/16/947//20240416141900aab828962df74101aec41903daadd5fa_rfqe.jpg,"16,900원"
40,CR00,당근,CR,흙당근(특) 20KG/국산,http://jangfood1.hgodo.com/shop/external/fix/img/food/sub01//20190430113927cbbe7835c6ca40e688a76bd79b09c643_gezb.jpg,"38,900원"
41,CR01,당근,CR,대박당근 1봉/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2020/04/28/317//202004281448156b1fe1a3f21e4f55b5f3820452219f6b_aang.jpg,"1,690원"
42,CR02,당근,CR,흙당근 2입/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2022/04/25/576//20220425085710d6a83f4d42054ece847a53f8ad908685_zqs3.055.jpg,"1,890원"
43,CR03,당근,CR,흙당근 5입/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2022/04/25/016//20220425085810b383041323904007ae53748a32b7eaa7_rclw.583.jpg,"3,790원"
44,CR04,당근,CR,세척당근 1KG/㈜루트팜/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/03/07/821//20240307072750d289061319c24536b41f6fdd3dc9ad51_s1ml.jpg,"4,290원"
45,PT00,감자,PT,깐감자 1KG/㈜루트팜/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/09/04/296//2024090410401021f0d7d91fce480c820a92372aefa526_dqkd.jpg,"5,690원"
46,PT01,감자,PT,햇감자(특) 1KG/청해,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/04/23/173//202404231555503deefc33ac154c7784aacff7367a6400_dl8e.jpg,"3,690원"
47,PT02,감자,PT,햇감자(왕특) 1KG/청해,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/04/23/279//20240423154955299489d09d3647cfa9a1e1316d0b6777_ir9p.jpg,"3,990원"
48,PT03,감자,PT,햇감자(왕특) 2.5KG/청해,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/04/23/294//20240423155100bf51b5478aae4798b203e1193d940983_f9m1.jpg,"7,890원"
49,PT04,감자,PT,감자 1.5KG/㈜루트팜,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/12/13/741//202412131520054bd353b660db4a97983a07b642be2766_scyj.jpg,"5,990원"
50,SP00,고구마,SP,고구마(특) 1KG/청해,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2025/02/10/330//20250210135025ebcb68df12dc46849e473e50ed9a7ca3_jvqc.jpg,"5,190원"
51,SP01,고구마,SP,고구마 1.5KG/㈜루트팜,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/08/29/579//20240829093810c26095de9060462993ecbcd06ae5590b_r682.jpg,"8,390원"
52,SP02,고구마,SP,고구마(왕 튀김용) 10KG,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/04/29/193//20240429161455fdd7f768199942028d6453c85d99f717_78ug.jpg,"32,900원"
53,SP03,고구마,SP,고구마(특) 10KG,http://jangfood1.hgodo.com/shop/external/fix/img/food/sub01//20190430113755ba97b1082f664798b67bd9caffbf66a1_iyih.jpg,"32,900원"
54,SP04,고구마,SP,건고구마줄기 1KG/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2020/02/24/480//20200224090600d26f197002e540c2bda31f9db5452118_savt.jpg,"44,000원"
55,EM00,팽이버섯,EM,팽이버섯(대) 1EA/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/02/29/383//2024022910334005fe3933e17b47c8a1b09d453ce38d25_dwei.jpg,990원
56,EM01,팽이버섯,EM,팽이버섯(대) 1EA/국산  BOX (14),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/03/19/842//20240319125540dffdf81c05e4478a98c7e5ac40beeba8_c137.jpg,"12,590원"
57,EM02,팽이버섯,EM,팽이버섯(파지) 2KG/자연영농조합법인,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/08/01/837//20240801083205619a66ed226b4cb292bd683bd53e3a00_8bk2.jpg,"7,500원"
58,EM03,팽이버섯,EM,팽이버섯A/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/08/01/036//202408010837353bc4481a75b84ef1ae3fa074f59c534a_65sq.jpg,490원
59,EM04,팽이버섯,EM,팽이버섯A/국산  BOX (34),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2023/01/18/177//20230118101605ee0199a465bf4d06b5d72d840c7f0a39_rwlu.jpg,"11,590원"
60,KM00,새송이버섯,KM,꼬마새송이버섯(튀김) 400G/자연영농조합법인,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2022/10/11/460//20221011130415c75703ac923141ab84933f5219e14976_gkdl.jpg,"1,900원"
61,KM01,새송이버섯,KM,새송이버섯 1팩/자연영농조합법인,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2023/03/18/798//202303181434555e8f5760950d4ac8a1bc4a373d49f56d_qi4r.jpg,"1,590원"
62,KM02,새송이버섯,KM,새송이버섯 1팩(3입)/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2025/01/07/790//20250107093740ab7e0d85f8dc4d1490dc85ee7cbe8182_y7yj.jpg,"2,990원"
63,KM03,새송이버섯,KM,엄지새송이버섯(슬라이스) 1봉(1KG)/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2025/04/23/498//20250423101715809c2fccad2544e58b8c46aa4b932bea_xz8d.jpg,"4,990원"
64,KM04,새송이버섯,KM,새송이버섯(슬라이스) 1봉(2KG)/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2020/05/01/722//202005011511005ef7028d957e407aa6e7d109be92c7cb_w6g9.jpg,"5,990원"
65,SM00,표고버섯,SM,건표고버섯(슬) 500G/진미식품(주),http://jangfood1.hgodo.com/shop/external/fix/img/food/sub01//20190430114250122553ad7d354f11bbb761fd74e55939_uieq.jpg,"11,200원"
66,SM01,표고버섯,SM,표고버섯(홀) 2.8KG/(주)화풍하이큐,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2022/09/14/687//202209140926551443860e22224c2cb87f3d7b47d235e8_lygj.jpg,"6,600원"
67,SM02,표고버섯,SM,표고버섯(홀) 2.8KG/(주)화풍하이큐  BOX (6),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/05/02/938//20240502121325341ee79ae2f942fcab4b902c9f9610b7_qksj.jpg,"37,200원"
68,SM03,표고버섯,SM,표고버섯(상) 1KG/국산,http://jangfood1.hgodo.com/shop/external/fix/img/food/sub01//20190430113925105bd111662e4be7a3cce0d5b52c04e8_zrgh.jpg,"11,500원"
69,SM04,표고버섯,SM,표고버섯 4KG/중국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2021/01/21/975//202101211126000ab5ab22aa1a42f5b0c43e493b93118e_t15r.jpg,"29,900원"
70,TF00,두부,TF,하루두부한모(반판두부) 3KG/통일식품,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2021/09/30/104//202109301522209ce8b5ffd7e7456ca76cb19a981fb582_piys.jpg,"6,000원"
71,TF01,두부,TF,가벼운고단백두부면(얇은면) 100G/씨제이제일제당(주),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2022/03/25/778//2022032514342592e4e1f295124cd799aacfa6c15c70ab_9o14.jpg,"2,700원"
72,TF02,두부,TF,가벼운고단백두부면(넓은면) 100G/씨제이제일제당(주),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2022/03/29/004//20220329101530e1fc68617cfc4611b0b03b3ed7f6d485_8n5l.jpg,"2,700원"
73,TF03,두부,TF,푸주(유바) 163G/중국,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2023/04/18/727//202304181456257174e4e81a6a42a2a832fa048c9d7683_1ufh.jpg,"3,750원"
74,TF04,두부,TF,건두부(포두부) 500G/농다원,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2023/09/04/952//2023090415093018f715dd33b242d993c1f8e873d33123_6x4n.jpg,"9,800원"
75,KJ00,곤약,KJ,면곤약 800G/(주)대신물산,http://jangfood1.hgodo.com/shop/external/fix/img/food/sub01//20190430104239029c8b978dbb44d49eb02fc042faaf27_186l.jpg,"3,200원"
76,KJ01,곤약,KJ,면곤약 800G/(주)대신물산  BOX (10),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/08/10/104//202408101317358de9bd8dbbeb46bfafb495da6e9df707_agym.jpg,"30,000원"
77,KJ02,곤약,KJ,묵곤약 500G/(주)대신물산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2023/02/06/007//20230206151835b496c15120c743cf92a0963b6e53ab69_v7uv.jpg,"1,500원"
78,KJ03,곤약,KJ,묵곤약 500G/(주)대신물산  BOX (20),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/08/13/617//20240813115745245ef725840846f4a0a8c2f36933b6d1_wwx7.jpg,"28,200원"
79,KJ04,곤약,KJ,샐러드곤약 800G/(주)대신물산,http://jangfood1.hgodo.com/shop/external/fix/img/food/sub01//20190430105401948eaf451573431881907ead8dff9aa2_akin.jpg,"3,350원"
80,BS00,콩나물,BS,두절콩나물(중국산콩) 3KG,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2022/11/30/596//20221130100245b289126134f5422fbf0abde9c1d67825_pnf8.jpg,"7,000원"
81,BS01,콩나물,BS,굵은콩나물 1KG/샘이랑,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2025/05/27/323//202505271643151bcaf4ba95024a1a984bf34e10396755_qecd.jpg,"1,950원"
82,BS02,콩나물,BS,국산100%콩나물 300G/샘이랑,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2021/11/09/778//202111090939152411dfe8333148abb0ccd4a8f0b149a8_gytt.jpg,"1,700원"
83,BS03,콩나물,BS,맛이좋아몸에좋은콩나물 500G/샘이랑,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2021/11/09/261//2021110909392081419a339ba945f1abc2aba9982faff5_2m7k.jpg,"1,700원"
84,BS04,콩나물,BS,두절콩나물(중국산콩) 1KG,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2019/06/01/420//20190601000530ad3aebd0fc494889ad86c82b1ea1afd0_pbjs.jpg,"2,500원"
85,CA00,양배추,CA,양배추(특) 1/2EA,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2021/01/20/273//20210120164200d26595054e574dd6afd1e51fe371dbd0_jqwu.jpg,"1,790원"
86,CA01,양배추,CA,양배추 1/4EA/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2021/01/18/344//20210118135315ed947938b9cb4e3886fb9872bfdb0544_w6zd.jpg.jpg,"1,200원"
87,CA02,양배추,CA,양배추(대) 1EA/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2023/07/17/289//20230717093335dbb101b55d9b43e3b2db76cf2f74eb0a_1xva.jpg,"2,590원"
88,CA03,양배추,CA,양배추(40.국내산) 1망/국산,http://jangfood1.hgodo.com/shop/external/fix/img/food/sub01//20190430113813bd238d849bbf45d3b241a1322e29a049_sgjk.jpg,"6,900원"
89,CA04,양배추,CA,양배추슬라이스(채칼) 1EA/국산,http://jangfood1.hgodo.com/shop/external/fix/img/Kitchenware/sub02/03//20190430110008446bfa672ff144bba6bf515977373517_xaht.jpg,"13,700원"
90,CU00,오이,CU,미니오이 1봉/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/06/11/061//20240611143620e98d0e3bef064eecad2f2b95d1cff18a_dm1j.jpg,"1,990원"
91,CU01,오이,CU,가시오이 5입/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2021/08/26/772//2021082616114566586b7a4b9147fc878e54707447fa2c_5jlr.jpg,"4,090원"
92,CU02,오이,CU,가시오이 2입/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2021/08/27/705//20210827123310a55dc3f3cbd64c3fb33a34768fe47968_2jbv.jpg,"2,290원"
93,CU03,오이,CU,백오이 2입/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2021/08/27/679//2021082712300573101201161e453384d27ceec350d4f8_ltgn.jpg,"2,390원"
94,CU04,오이,CU,백오이/소(특 경매) 1BOX,http://jangfood1.hgodo.com/shop/external/fix/img/food/sub01//20190430113747863b3faffa1c4a9e9d7ba8060dfd831c_7s5b.jpg,"25,900원"
95,ZU00,호박,ZU,쥬키니호박 5입/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2023/04/13/442//202304131602108355a155c7fd42749566fe30399ebfd6_bgvp.jpg,"4,890원"
96,ZU01,호박,ZU,쥬키니호박 3입/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2023/04/13/787//202304131602206a8de4ad91cd400b814f6e7ea2bc3c67_8vdi.jpg,"3,390원"
97,ZU02,호박,ZU,쥬키니호박 1입/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2023/04/13/931//20230413160225d54e7b56f4a4408c8077275244e0e618_vcdl.jpg,"1,890원"
98,ZU03,호박,ZU,쥬키니(특 경매) 10KG,http://jangfood1.hgodo.com/shop/external/fix/img/food/sub01//201904301139189f8ac1a66cd046389fce3c259563a93e_mls1.jpg,"12,900원"
99,ZU04,호박,ZU,애호박(특) 1EA/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/08/05/417//2024080516232560104d3b09614516bcf4a72baeaab0b2_nflq.jpg,"1,290원"
100,RI00,쌀,RI,선산메뚜기쌀 20KG,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2023/09/04/309//20230904132235c1563fe5265841a7b72c5f407ce074ee_bjs4.jpg,"55,000원"
101,RI01,쌀,RI,안계향토쌀 10kg,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2019/11/20/354//2019112013532571babdbeeccb47c697b59406f07612d9_njy6.jpg,"31,000원"
102,RI02,쌀,RI,가실풍경미 10KG/화원RPC,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2019/11/20/182//201911201405207da842a680834b1f9c60a35785ed91fe_7ehc.jpg,"29,000원"
103,RI03,쌀,RI,옥토진미(신동진쌀) 20KG/회현농협,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/10/29/990//20241029145325e3b52a2350834610a9771bf97749ffd2_a41m.jpg,"57,500원"
104,RI04,쌀,RI,황금안계쌀(일품) 20KG/안계RPC,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2023/03/28/534//20230328092640370583520329433b9f15947e758730c5_rfl8.jpg,"57,500원"
105,MG00,잡곡,MG,병아리콩 1KG/영천농산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2019/12/09/073//2019120916315567ce200ea7544a3eb63ccf9c6825169c_srae.jpg,"3,850원"
106,MG01,잡곡,MG,흰강낭콩 1KG/영천농산/캐나다,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/07/29/645//202407291302300976ac48b40641e381a60ab35376e9c2_jltn.jpg,"4,300원"
107,MG02,잡곡,MG,찹쌀 1KG/월드그린/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2021/08/13/169//2021081309190026f2f9906b074a3fbbd02dc61333d6da_bfvt.jpg,"5,500원"
108,MG03,잡곡,MG,찹쌀 1KG/월드그린/국산  BOX (10),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2025/03/14/873//2025031414592532eb8075a89b4388bcb00da9e5a90d68_jk9i.jpg,"51,500원"
109,MG04,잡곡,MG,찰흑미 1KG/월드그린/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2025/03/14/814//202503141453506344395f744344938a2d37d6ca37f881_svs9.jpg,"5,950원"
110,LM00,레몬,LM,레몬 1봉(8~12입)/미국,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2025/04/10/221//20250410135345bf17bb7acb0541de94542c7ac94663f5_bnm8.jpg,"5,300원"
111,LM01,레몬,LM,레몬 1팩(10입)/미국,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2019/06/03/567//201906031458151f209d14921346759b0cb9457a418805_ntfg.jpg,"6,100원"
112,LM02,레몬,LM,레몬 1팩(5입)/미국,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2019/06/03/428//20190603145635ae355b8a1a894cd1a79d8e91b8a7709e_uufe.jpg,"3,400원"
113,LM03,레몬,LM,레몬 1BOX/미국,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2023/01/18/721//2023011810274044315954908640c08bff13245f978685_xtax.jpg,"75,300원"
114,LM04,레몬,LM,라임 3입/멕시코,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2021/01/04/420//2021010408001596cf0a1deeb844c2a1b16e388885e562_umub.jpg,"3,900원"
115,AP00,사과,AP,사과(3다이) 3입/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2020/09/02/705//20200902133045fb9e5e3af9d644faafd5e5032b68948a_xrpq.jpg,"17,200원"
116,AP01,사과,AP,사과 5KG/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2022/04/12/684//202204121217202163f5810a9d43eaa7c27dedb3789f9a_m94v.jpg,"51,900원"
117,AP02,사과,AP,사과(5다이) 20KG,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2022/05/07/461//202205071158001002ce4dc0c246fa9cb88c24d1a25e13_dewp.jpg,"187,000원"
118,AP03,사과,AP,알뜰사과 1봉/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2020/04/28/509//20200428151205fbb8505176124d2fbe5ce957514e630c_bath.jpg,"13,900원"
119,AP04,사과,AP,사과(3다이) 1입/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2020/09/03/484//2020090312490580c003d556f94684a95616bf278dc9e4_joxp.jpg,"5,900원"
120,PB00,삼겹살,PB,돈육돼지/삼겹살 100G/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2021/02/25/552//20210225154525bf14b736a0b349d7b107d3f1e5929bc6_b9cq.jpg,"2,300원"
121,PB01,삼겹살,PB,돈육돼지/삼겹살(숯불구이용) 100G/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2021/02/19/445//20210219144010aa99ffecf68d4878a853c1e94f8ecac0_5b7a.jpg,"2,250원"
122,PB02,삼겹살,PB,돈육돼지/대패삼겹(냉동) 500G/오스트리아,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2021/04/19/809//2021041915093009501864d30143caa5c9ecebb6cb510b_fxvw.jpg,"6,250원"
123,PB03,삼겹살,PB,돈육돼지/삼겹살(냉동) 1KG/오스트리아,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2021/04/19/098//202104191512100ad24a2d1c4c488ba5e90bb349fc34e3_5idu.jpg,"12,500원"
124,PB04,삼겹살,PB,돈육돼지/삼겹살(냉동) 500G/오스트리아,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2021/04/19/181//202104191502558da6a26867ed42ea8013e1667516ec71_gylf.jpg,"6,250원"
125,HA00,햄,HA,런천미트 200G/롯데,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2021/02/16/111//2021021609075034cfd956834145bd9b2d622aff00c838_9cjc.jpg,"2,600원"
126,HA01,햄,HA,런천미트 340G/롯데,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2022/03/11/299//20220311151845dbdff4d8185b4727b792e5c40bfc67e8_3pca.jpg,"3,200원"
127,HA02,햄,HA,런천미트 340G/롯데  BOX (24),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2022/03/11/620//20220311152250f357a61fec1e49bc80de109f9e3baf76_5ihh.jpg,"72,000원"
128,HA03,햄,HA,런천미트 340G/한성,http://jangfood1.hgodo.com/shop/external/fix/img/processed_food/sub06/01//20190430104038c7d5916203194dcbab5652aa89a05149_aqz5.jpg,"2,050원"
129,HA04,햄,HA,리챔오리지널 340G/동원,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2025/03/07/998//20250307125620226150b777114fe694e5335045108da7_lel5.jpg,"6,300원"
130,CT00,닭다리살,CT,IQF닭북채 1KG/(주)다솔,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2022/05/06/623//202205061501303841bcd7fcaf4b299ef9763e1acf2947_ji8a.jpg,"11,800원"
131,CT01,닭다리살,CT,IQF닭북채 1KG/(주)다솔  BOX (10),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/05/16/364//202405161552009b0c1a0874aa423cbe24af7de4e735f6_d2tb.jpg,"110,000원"
132,CT02,닭다리살,CT,무항생제북채 400G/(주)농협목우촌,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/01/30/999//202401301351209c08d3c422894a97a37337efd6ac3315_ah4f.jpg,"7,500원"
133,CT03,닭다리살,CT,닭다리살꼬치 400G(10입)/㈜우리식품,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2025/03/28/676//20250328134810d3a7424930204a4da9cb31fe39cad4cb_er1m.jpg,"8,500원"
134,CT04,닭다리살,CT,무항생제닭다리살(정육) 400G/(주)농협목우촌,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/01/30/721//202401300931302afbc778bcae42e282e89c5d20957475_1fla.jpg,"8,100원"
135,CB00,닭가슴살,CB,닭가슴살 2KG/㈜우리식품,http://jangfood1.hgodo.com/shop/external/fix/img/food/sub04//201904301036030271bd99a83f44b19ff1adbc13b0cead_2yct.jpg,"14,700원"
136,CB01,닭가슴살,CB,닭가슴살 2KG/㈜우리식품  BOX (6),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2023/02/09/154//20230209163400d36913597f20486596d53daeac7f76e2_8tla.jpg,"82,500원"
137,CB02,닭가슴살,CB,싱싱닭가슴살 2KG/버드,http://jangfood1.hgodo.com/shop/external/fix/img/food/sub04//20190430105830f3c913dcfeac4df6abc9a006f7971b00_vso5.jpg,"13,800원"
138,CB03,닭가슴살,CB,싱싱닭가슴살 2KG/버드  BOX (6),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2023/02/11/719//202302111335105f341dcc9bc54609883d1308e29db109_jaie.jpg,"77,300원"
139,CB04,닭가슴살,CB,IQF닭가슴살 1KG/(주)다솔,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2022/05/06/083//20220506152306aa14d7d676b244e1bcd7c94b080917dc_lqml.jpg,"10,900원"
140,EG00,계란,EG,계란(싱싱알찬란 대란) 1판,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2025/04/04/787//2025040409284076936fe7e5ca474fa29b963d2debddd5_scwc.jpg,"7,650원"
141,EG01,계란,EG,계란(싱싱알찬란 특란) 1판,http://jangfood1.hgodo.com/shop/external/fix/img/food/sub04//20190430103032d03ae9fa0b924a1c90effe175c975ee5_zbuc.jpg,"8,000원"
142,EG02,계란,EG,무항생제로키운1등급통통신선란 25구/풀무원식품(주),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2021/07/07/197//202107071350068d85b8e8038f43d0ad21f74407f60dd4_9rfp.jpg,"13,500원"
143,EG03,계란,EG,1등급생생란(대란) 15구/(주)농협목우촌,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/07/12/576//20240712083830a470124aab5f47579847e908508294d6_cxlx.jpg,"8,800원"
144,EG04,계란,EG,경산대추유정란(대란) 10구/㈜푸른,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/06/14/573//2024061409283570484953204148bea3551ed50ded010f_d4tl.jpg,"4,300원"
145,CF00,닭발,CF,뼈있는닭발 1KG/㈜우리식품,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/12/03/775//20241203122340b79e3ff33ed841c0a7bb34a48f394775_emso.jpg,"6,700원"
146,CF01,닭발,CF,뼈있는닭발 1KG/㈜우리식품  BOX (15),http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/12/03/794//202412031224208aee42bd6dd64a4e8548bf31b623ece6_7s4f.jpg,"94,000원"
147,CF02,닭발,CF,무뼈닭발 200G/국산,http://jangfood1.hgodo.com/shop/external/fix/md/itemImg/2024/08/14/110//20240814131810374032288e4f4900bf2eb84c3e0ee660_knsh.jpg,"3,750원"
